"","gene","name","geneid","NCBI"
"11145","TNFAIP8L1","TNF alpha induced protein 8 like 1",420162,"XP_015155559.1"
"11146","TNFAIP8L3","TNF alpha induced protein 8 like 3",427499,"XP_425071.3"
"11147","TNFRSF1A","TNF receptor superfamily member 1A",418325,"NP_001025950.1"
"11148","TNFRSF1A","TNF receptor superfamily member 1A",418325,"XP_015150044.1"
"11149","TNFRSF1B","TNF receptor superfamily member 1B",395083,"XP_015152298.1"
"11150","TNFRSF8","TNF receptor superfamily member 8",395090,"NP_989775.1"
"11151","TNFRSF9","TNF receptor superfamily member 9",419365,"XP_015152489.1"
"11152","TNFRSF10B","TNF receptor superfamily member 10b",373904,"NP_989446.2"
"11153","TNFRSF11A","TNF receptor superfamily member 11a",769909,"XP_001233219.1"
"11154","TNFRSF11B","TNF receptor superfamily member 11b",378803,"NP_001028813.1"
"11155","TNFRSF13B","TNF receptor superfamily member 13B",770275,"NP_001091006.1"
"11156","TNFRSF14","TNF receptor superfamily member 14",420403,"XP_418509.4"
"11157","TNFRSF18","TNF receptor superfamily member 18",419424,"NP_001026045.1"
"11158","TNFRSF19","TNF receptor superfamily member 19",418943,"NP_001073572.1"
"11159","TNFRSF21","TNF receptor superfamily member 21",422062,"NP_001026274.1"
"11160","TNFRSF25","TNF receptor superfamily member 25",425564,"XP_423315.4"
"11161","TNFSF8","TNF superfamily member 8",378930,"NP_989740.1"
"11162","TNFSF10","TNF superfamily member 10",378894,"NP_989710.2"
"11163","TNFSF11","TNF superfamily member 11",428067,"XP_015131263.1"
"11164","TNFSF13B","TNF superfamily member 13b",374229,"NP_989658.1"
"11165","TNFSF15","TNF superfamily member 15",417247,"NP_001019749.1"
"11166","TNIK","TRAF2 and NCK interacting kinase",424987,"XP_015147205.1"
"11167","TNIP1","TNFAIP3 interacting protein 1",100858009,"XP_003642108.2"
"11168","TNIP1","TNFAIP3 interacting protein 1",100858009,"XP_004945000.1"
"11169","TNIP2","TNFAIP3 interacting protein 2",422884,"XP_015141278.1"
"11170","TNIP3","TNFAIP3 interacting protein 3",771693,"XP_015131859.1"
"11171","TNK2","tyrosine kinase non receptor 2",431014,"XP_015146941.1"
"11172","TNKS","tankyrase",374252,"NP_989671.1"
"11173","TNKS1BP1","tankyrase 1 binding protein 1",423136,"XP_015142350.1"
"11174","TNKS2","tankyrase 2",374253,"NP_989672.1"
"11175","TNN","tenascin N",424435,"XP_015146012.1"
"11176","TNNC1","troponin C1, slow skeletal and cardiac type",396032,"NP_990464.1"
"11177","TNNC2","troponin C2, fast skeletal type",396434,"NP_990781.1"
"11178","TNNI1","troponin I1, slow skeletal type",421161,"XP_004934896.1"
"11179","TNNI2","troponin I2, fast skeletal type",396386,"NP_990748.1"
"11180","TNNI3K","TNNI3 interacting kinase",100533999,"NP_001191745.1"
"11181","TNPO1","transportin 1",427218,"XP_424806.3"
"11182","TNPO3","transportin 3",426277,"XP_015143744.1"
"11183","TNR","tenascin R",396213,"XP_015145730.1"
"11184","TNRC6A","trinucleotide repeat containing adaptor 6A",416570,"XP_015149976.1"
"11185","TNRC6B","trinucleotide repeat containing adaptor 6B",418010,"XP_004937781.2"
"11186","TNRC6C","trinucleotide repeat containing adaptor 6C",417348,"XP_015150763.1"
"11187","TNRC18","trinucleotide repeat containing 18",416482,"XP_004945213.2"
"11188","TNS1","tensin 1",396439,"NP_990786.1"
"11189","TNS4","tensin 4",107055314,"XP_015155140.1"
"11190","TOB1","transducer of ERBB2, 1",395225,"NP_001001467.1"
"11191","TOB2","transducer of ERBB2, 2",417992,"NP_001012552.1"
"11192","TOE1","target of EGR1, exonuclease",424595,"XP_422434.2"
"11193","TOLLIP","toll interacting protein",423099,"XP_015142098.1"
"11194","TOM1","target of myb1 membrane trafficking protein",396049,"NP_990475.1"
"11195","TOM1L1","target of myb1 like 1 membrane trafficking protein",417391,"XP_004946213.1"
"11196","TOM1L2","target of myb1 like 2 membrane trafficking protein",416509,"NP_001257896.1"
"11197","TOM1L2","target of myb1 like 2 membrane trafficking protein",416509,"XP_015149666.1"
"11198","TOMM5","translocase of outer mitochondrial membrane 5",426803,"XP_430449.2"
"11199","TOMM6","translocase of outer mitochondrial membrane 6",419924,"NP_001289063.1"
"11200","TOMM7","translocase of outer mitochondrial membrane 7",420610,"NP_001186546.1"
"11201","TOMM20","translocase of outer mitochondrial membrane 20",426309,"XP_423972.3"
"11202","TOMM22","translocase of outer mitochondrial membrane 22",770933,"XP_015144124.1"
"11203","TOMM34","translocase of outer mitochondrial membrane 34",419188,"XP_417366.3"
"11204","TOMM40L","translocase of outer mitochondrial membrane 40 like",426278,"XP_015158020.1"
"11205","TOP1","DNA topoisomerase I",396004,"NP_990441.1"
"11206","TOP1MT","DNA topoisomerase I mitochondrial",408025,"NP_001001300.1"
"11207","TOP2A","DNA topoisomerase II alpha",395570,"NP_990122.1"
"11208","TOP2B","DNA topoisomerase II beta",395966,"XP_015136788.1"
"11209","TOP3A","DNA topoisomerase III alpha",416517,"NP_001025807.1"
"11210","TOP3B","DNA topoisomerase III beta",416771,"NP_001006181.1"
"11211","TOPAZ1","testis and ovary specific PAZ domain containing 1",100857244,"XP_015137265.1"
"11212","TOPBP1","DNA topoisomerase II binding protein 1",420694,"XP_015137235.1"
"11213","TOPORS","TOP1 binding arginine/serine rich protein",427342,"XP_004949582.1"
"11214","TOR1A","torsin family 1 member A",417190,"NP_001025858.1"
"11215","TOR1AIP1","torsin 1A interacting protein 1",424418,"XP_422261.3"
"11216","TOR1AIP2","torsin 1A interacting protein 2",424419,"XP_004943272.1"
"11217","TOR1AIP2","torsin 1A interacting protein 2",424419,"XP_422262.2"
"11218","TOR1B","torsin family 1 member B",417191,"XP_415473.4"
"11219","TOR2A","torsin family 2 member A",417224,"XP_015135200.1"
"11220","TOR3A","torsin family 3 member A",424426,"XP_422270.1"
"11221","TOR4A","torsin family 4 member A",417257,"XP_004945846.1"
"11222","TOX","thymocyte selection associated high mobility group box",421138,"XP_015138159.1"
"11223","TOX2","TOX high mobility group box family member 2",419156,"XP_417340.3"
"11224","TOX3","TOX high mobility group box family member 3",415724,"NP_001264066.1"
"11225","TP53BP1","tumor protein p53 binding protein 1",415589,"XP_004944052.1"
"11226","TP53I3","tumor protein p53 inducible protein 3",421977,"XP_004935850.1"
"11227","TP53I11","tumor protein p53 inducible protein 11",426399,"NP_001244298.1"
"11228","TP53INP1","tumor protein p53 inducible nuclear protein 1",420232,"XP_015138407.1"
"11229","TP53INP2","tumor protein p53 inducible nuclear protein 2",769066,"XP_015151770.1"
"11230","TP53RK","TP53 regulating kinase",428145,"XP_425703.4"
"11231","TP63","tumor protein p63",374269,"XP_015146847.1"
"11232","TP73","tumor protein p73",419382,"XP_004947424.1"
"11233","TPBG","trophoblast glycoprotein",772098,"XP_001235286.3"
"11234","TPCN1","two pore segment channel 1",417033,"XP_004934547.1"
"11235","TPCN2","two pore segment channel 2",423141,"XP_004941585.1"
"11236","TPD52L1","TPD52 like 1",374049,"XP_015139916.1"
"11237","TPD52L2","TPD52 like 2",419257,"NP_001026029.1"
"11238","TPGS1","tubulin polyglutamylase complex subunit 1",100857535,"XP_003642907.1"
"11239","TPGS2","tubulin polyglutamylase complex subunit 2",426891,"XP_424497.1"
"11240","TPH1","tryptophan hydroxylase 1",395799,"XP_015142063.1"
"11241","TPH2","tryptophan hydroxylase 2",408026,"NP_001001301.1"
"11242","TPI1","triosephosphate isomerase 1",396435,"NP_990782.1"
"11243","TPK1","thiamin pyrophosphokinase 1",420780,"XP_015131384.1"
"11244","TPM1","tropomyosin 1",396366,"XP_015134265.1"
"11245","TPM1","tropomyosin 1",396366,"XP_015134270.1"
"11246","TPM2","tropomyosin 2",396430,"NP_990777.1"
"11247","TPM2","tropomyosin 2",396430,"XP_015132746.1"
"11248","TPM2","tropomyosin 2",396430,"XP_015132753.1"
"11249","TPM2","tropomyosin 2",396430,"XP_015132754.1"
"11250","TPM3","tropomyosin 3",770103,"XP_015154065.1"
"11251","TPM4","tropomyosin 4",107055375,"XP_015155677.1"
"11252","TPM4","tropomyosin 4",107055375,"XP_015155679.1"
"11253","TPMT","thiopurine S-methyltransferase",420830,"XP_418921.1"
"11254","TPO","thyroid peroxidase",776120,"XP_015140430.1"
"11255","TPP1","tripeptidyl peptidase 1",425576,"XP_015136410.1"
"11256","TPP2","tripeptidyl peptidase 2",428020,"XP_004938615.1"
"11257","TPPP","tubulin polymerization promoting protein",420800,"XP_418894.2"
"11258","TPPP2","tubulin polymerization promoting protein family member 2",427270,"XP_424853.1"
"11259","TPPP3","tubulin polymerization promoting protein family member 3",415669,"XP_015134677.1"
"11260","TPR","translocated promoter region, nuclear basket protein",424457,"XP_422300.4"
"11261","TPRG1L","tumor protein p63 regulated 1 like",419384,"XP_015152583.1"
"11262","TPRKB","TP53RK binding protein",425906,"XP_423597.2"
"11263","TPRN","taperin",417259,"XP_015135155.1"
"11264","TPST1","tyrosylprotein sulfotransferase 1",417546,"XP_003642442.1"
"11265","TPST2","tyrosylprotein sulfotransferase 2",416910,"XP_015130796.1"
"11266","TPT1","tumor protein, translationally-controlled 1",396363,"NP_990729.1"
"11267","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2",418885,"XP_004938790.1"
"11268","TPX2","TPX2 microtubule nucleation factor",395081,"XP_015151810.1"
"11269","TRA2A","transformer 2 alpha homolog",420618,"NP_001006360.1"
"11270","TRA2B","transformer 2 beta homolog",395403,"NP_990009.1"
"11271","TRABD","TraB domain containing",417746,"XP_015130023.1"
"11272","TRABD2B","TraB domain containing 2B",424623,"XP_422458.4"
"11273","TRADD","TNFRSF1A associated via death domain",415700,"XP_004944196.1"
"11274","TRAF1","TNF receptor associated factor 1",417123,"XP_015135305.1"
"11275","TRAF2","TNF receptor associated factor 2",417287,"XP_015135108.1"
"11276","TRAF3","TNF receptor associated factor 3",423471,"XP_004936398.1"
"11277","TRAF3IP1","TRAF3 interacting protein 1",424029,"XP_004942568.1"
"11278","TRAF3IP2","TRAF3 interacting protein 2",421752,"XP_419782.1"
"11279","TRAF3IP3","TRAF3 interacting protein 3",419862,"XP_015154519.1"
"11280","TRAF4","TNF receptor associated factor 4",417577,"XP_015151572.1"
"11281","TRAF5","TNF receptor associated factor 5",374055,"NP_989550.1"
"11282","TRAF6","TNF receptor associated factor 6",423163,"XP_004941602.1"
"11283","TRAF7","TNF receptor associated factor 7",416555,"NP_001012546.2"
"11284","TRAFD1","TRAF-type zinc finger domain containing 1",416884,"NP_001006191.2"
"11285","TRAIP","TRAF interacting protein",415927,"NP_001025757.1"
"11286","TRAK1","trafficking kinesin protein 1",420714,"XP_004939525.1"
"11287","TRAK2","trafficking kinesin protein 2",424082,"XP_015144942.1"
"11288","TRAM1","translocation associated membrane protein 1",378918,"NP_989731.1"
"11289","TRAM2","translocation associated membrane protein 2",422040,"XP_015140661.1"
"11290","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1",420728,"XP_004939564.2"
"11291","TRAP1","TNF receptor associated protein 1",416666,"NP_001006175.1"
"11292","TRAPPC2","trafficking protein particle complex 2",418634,"NP_001006263.1"
"11293","TRAPPC2L","trafficking protein particle complex 2 like",415847,"XP_414207.1"
"11294","TRAPPC3","trafficking protein particle complex 3",419625,"NP_001008451.1"
"11295","TRAPPC4","trafficking protein particle complex 4",419788,"NP_001006320.1"
"11296","TRAPPC5","trafficking protein particle complex 5",100858483,"NP_001258088.1"
"11297","TRAPPC6B","trafficking protein particle complex 6B",423337,"NP_001239089.1"
"11298","TRAPPC8","trafficking protein particle complex 8",421095,"XP_004939876.1"
"11299","TRAPPC9","trafficking protein particle complex 9",420312,"XP_004940119.1"
"11300","TRAPPC10","trafficking protein particle complex 10",771556,"XP_003640553.1"
"11301","TRAPPC11","trafficking protein particle complex 11",428748,"NP_001026707.1"
"11302","TRAPPC12","trafficking protein particle complex 12",421917,"XP_004940570.1"
"11303","TRAPPC13","trafficking protein particle complex 13",427165,"NP_001181925.1"
"11304","TRAT1","T cell receptor associated transmembrane adaptor 1",418412,"XP_015151999.1"
"11305","TRDMT1","tRNA aspartic acid methyltransferase 1",420520,"NP_001020002.2"
"11306","TRDN","triadin",421721,"XP_015139957.1"
"11307","TREM2","triggering receptor expressed on myeloid cells 2",419920,"NP_001032921.1"
"11308","TRERF1","transcriptional regulating factor 1",421386,"XP_015139335.1"
"11309","TRH","thyrotropin releasing hormone",414344,"NP_001025554.1"
"11310","TRHDE","thyrotropin releasing hormone degrading enzyme",427868,"XP_015138490.1"
"11311","TRHR","thyrotropin releasing hormone receptor",395770,"NP_990261.1"
"11312","TRIAP1","TP53 regulated inhibitor of apoptosis 1",416977,"NP_001264437.1"
"11313","TRIB1","tribbles pseudokinase 1",428386,"XP_015138631.1"
"11314","TRIB2","tribbles pseudokinase 2",378919,"NP_989732.2"
"11315","TRIB3","tribbles pseudokinase 3",428634,"XP_015140197.1"
"11316","TRIL","TLR4 interactor with leucine rich repeats",428436,"XP_425996.3"
"11317","TRIM3","tripartite motif containing 3",425131,"XP_422922.3"
"11318","TRIM8","tripartite motif containing 8",423864,"NP_001026404.1"
"11319","TRIM9","tripartite motif containing 9",423579,"XP_015132237.1"
"11320","TRIM9","tripartite motif containing 9",423579,"XP_015132242.1"
"11321","TRIM9","tripartite motif containing 9",423579,"XP_015132250.1"
"11322","TRIM13","tripartite motif containing 13",418872,"XP_004938778.1"
"11323","TRIM23","tripartite motif containing 23",427164,"XP_424752.2"
"11324","TRIM24","tripartite motif containing 24",418106,"XP_015143032.1"
"11325","TRIM25","tripartite motif containing 25",417401,"XP_415653.5"
"11326","TRIM29","tripartite motif containing 29",419754,"XP_015153673.1"
"11327","TRIM32","tripartite motif containing 32",101748429,"XP_015135178.1"
"11328","TRIM33","tripartite motif containing 33",419883,"XP_015154504.1"
"11329","TRIM35","tripartite motif containing 35",771180,"XP_001234476.2"
"11330","TRIM36","tripartite motif containing 36",426811,"XP_015136319.1"
"11331","TRIM37","tripartite motif containing 37",417628,"NP_001006224.1"
"11332","TRIM42","tripartite motif containing 42",424818,"XP_422632.4"
"11333","TRIM45","tripartite motif containing 45",769776,"XP_015150651.1"
"11334","TRIM47","tripartite motif containing 47",770100,"XP_003642373.2"
"11335","TRIM50","tripartite motif containing 50",417461,"XP_015151390.1"
"11336","TRIM54","tripartite motif containing 54",430609,"XP_015155207.1"
"11337","TRIM55","tripartite motif containing 55",420166,"NP_001186333.1"
"11338","TRIM59","tripartite motif containing 59",425013,"XP_015147162.1"
"11339","TRIM62","tripartite motif containing 62",429807,"XP_015152721.1"
"11340","TRIM63","tripartite motif containing 63",426754,"XP_015153240.1"
"11341","TRIM65","tripartite motif containing 65",417367,"XP_415625.2"
"11342","TRIM66","tripartite motif containing 66",423056,"XP_004941449.1"
"11343","TRIM66","tripartite motif containing 66",423056,"XP_015141970.1"
"11344","TRIM67","tripartite motif containing 67",100857188,"XP_015139864.1"
"11345","TRIM69","tripartite motif containing 69",427640,"XP_425213.5"
"11346","TRIM71","tripartite motif containing 71",428445,"NP_001032352.2"
"11347","TRIO","trio Rho guanine nucleotide exchange factor",420919,"XP_015137712.1"
"11348","TRIOBP","TRIO and F-actin binding protein",100859397,"XP_015143935.1"
"11349","TRIP4","thyroid hormone receptor interactor 4",415330,"XP_015134569.1"
"11350","TRIP11","thyroid hormone receptor interactor 11",423414,"XP_421324.3"
"11351","TRIP12","thyroid hormone receptor interactor 12",424785,"XP_004937121.1"
"11352","TRIP13","thyroid hormone receptor interactor 13",420798,"NP_001291984.1"
"11353","TRIT1","tRNA isopentenyltransferase 1",419678,"XP_004947943.2"
"11354","TRMT1L","tRNA methyltransferase 1 like",426860,"XP_003643222.2"
"11355","TRMT2A","tRNA methyltransferase 2 homolog A",416786,"XP_415080.2"
"11356","TRMT5","tRNA methyltransferase 5",423520,"XP_004936502.1"
"11357","TRMT6","tRNA methyltransferase 6",421313,"NP_001026212.2"
"11358","TRMT10A","tRNA methyltransferase 10A",422708,"XP_015141120.1"
"11359","TRMT10B","tRNA methyltransferase 10B",768672,"XP_015136295.1"
"11360","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit",418397,"XP_015152676.1"
"11361","TRMT11","tRNA methyltransferase 11 homolog",378793,"NP_989699.1"
"11362","TRMT12","tRNA methyltransferase 12 homolog",422259,"XP_004940757.1"
"11363","TRMT13","tRNA methyltransferase 13 homolog",424470,"XP_422313.2"
"11364","TRMT44","tRNA methyltransferase 44 homolog",422871,"XP_420816.1"
"11365","TRMT61A","tRNA methyltransferase 61A",423481,"XP_004936426.1"
"11366","TRMT61B","tRNA methyltransferase 61B",101748994,"XP_004940253.2"
"11367","TRMT61B","tRNA methyltransferase 61B",101748994,"XP_015133612.1"
"11368","TRMU","tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase",425909,"NP_001026522.1"
"11369","TRNAU1AP","tRNA selenocysteine 1 associated protein 1",419597,"XP_004947783.1"
"11370","TRNT1","tRNA nucleotidyl transferase 1",416103,"XP_015148693.1"
"11371","TRPA1","transient receptor potential cation channel subfamily A member 1",420180,"XP_015138365.1"
"11372","TRPC1","transient receptor potential cation channel subfamily C member 1",424776,"NP_001004409.1"
"11373","TRPC3","transient receptor potential cation channel subfamily C member 3",374153,"NP_001244208.1"
"11374","TRPC4","transient receptor potential cation channel subfamily C member 4",418895,"XP_417089.2"
"11375","TRPC4AP","transient receptor potential cation channel subfamily C member 4 associated protein",428134,"NP_001034406.1"
"11376","TRPC5","transient receptor potential cation channel subfamily C member 5",422337,"XP_420310.2"
"11377","TRPC6","transient receptor potential cation channel subfamily C member 6",418989,"XP_004938897.2"
"11378","TRPC7","transient receptor potential cation channel subfamily C member 7",427641,"XP_015149467.1"
"11379","TRPM1","transient receptor potential cation channel subfamily M member 1",427494,"XP_015134468.1"
"11380","TRPM2","transient receptor potential cation channel subfamily M member 2",424835,"XP_015132560.1"
"11381","TRPM3","transient receptor potential cation channel subfamily M member 3",427249,"XP_015135817.1"
"11382","TRPM5","transient receptor potential cation channel subfamily M member 5",423091,"XP_003641369.2"
"11383","TRPM6","transient receptor potential cation channel subfamily M member 6",100859603,"XP_015135833.1"
"11384","TRPM7","transient receptor potential cation channel subfamily M member 7",427502,"XP_015147494.1"
"11385","TRPS1","transcriptional repressor GATA binding 1",420289,"XP_015138535.1"
"11386","TRPT1","tRNA phosphotransferase 1",107049849,"XP_015129127.1"
"11387","TRPV1","transient receptor potential cation channel subfamily V member 1",395259,"NP_989903.1"
"11388","TRPV2","transient receptor potential cation channel subfamily V member 2",417603,"XP_004946742.1"
"11389","TRPV3","transient receptor potential cation channel subfamily V member 3",771945,"XP_001235155.1"
"11390","TRPV4","transient receptor potential cation channel subfamily V member 4",395427,"NP_990023.1"
"11391","TRPV6","transient receptor potential cation channel subfamily V member 6",418307,"XP_004938199.1"
"11392","TRRAP","transformation/transcription domain associated protein",416440,"XP_015149801.1"
"11393","TRUB1","TruB pseudouridine synthase family member 1",423914,"XP_421776.1"
"11394","TRUB2","TruB pseudouridine synthase family member 2",417218,"XP_015135050.1"
"11395","TSC1","TSC complex subunit 1",417166,"XP_015135246.1"
"11396","TSC2","TSC complex subunit 2",416552,"XP_015149937.1"
"11397","TSC22D1","TSC22 domain family member 1",396005,"XP_015130789.1"
"11398","TSC22D2","TSC22 domain family member 2",100859827,"XP_015147338.1"
"11399","TSC22D3","TSC22 domain family member 3",768091,"NP_001070702.1"
"11400","TSEN2","tRNA splicing endonuclease subunit 2",415965,"XP_015148547.1"
"11401","TSEN15","tRNA splicing endonuclease subunit 15",424448,"XP_422291.1"
"11402","TSEN54","tRNA splicing endonuclease subunit 54",422126,"XP_420129.2"
"11403","TSG101","tumor susceptibility 101",423082,"NP_001264344.1"
"11404","TSGA10","testis specific 10",418696,"XP_015133274.1"
"11405","TSHB","thyroid stimulating hormone subunit beta",395937,"NP_990394.1"
"11406","TSHR","thyroid stimulating hormone receptor",428900,"NP_001180517.1"
"11407","TSHZ1","teashirt zinc finger homeobox 1",428513,"XP_015137906.1"
"11408","TSHZ3","teashirt zinc finger homeobox 3",415762,"XP_015147969.1"
"11409","TSKU","tsukushi, small leucine rich proteoglycan",419088,"NP_001005346.1"
"11410","TSN","translin",395955,"NP_990404.1"
"11411","TSNARE1","t-SNARE domain containing 1",420304,"XP_015138715.1"
"11412","TSNAX","translin associated factor X",421526,"NP_001006403.2"
"11413","TSNAXIP1","translin associated factor X interacting protein 1",769262,"XP_004944118.1"
"11414","TSPAN1","tetraspanin 1",424607,"NP_001264519.1"
"11415","TSPAN2","tetraspanin 2",419889,"XP_004935062.1"
"11416","TSPAN3","tetraspanin 3",415348,"XP_015134360.1"
"11417","TSPAN4","tetraspanin 4",423104,"XP_015142182.1"
"11418","TSPAN4","tetraspanin 4",423104,"XP_015142188.1"
"11419","TSPAN5","tetraspanin 5",422702,"XP_015141130.1"
"11420","TSPAN6","tetraspanin 6",422262,"NP_001264532.1"
"11421","TSPAN7","tetraspanin 7",418577,"XP_015157495.1"
"11422","TSPAN8","tetraspanin 8",417854,"NP_001186579.1"
"11423","TSPAN9","tetraspanin 9",418263,"XP_015148494.1"
"11424","TSPAN10","tetraspanin 10",417455,"XP_415703.1"
"11425","TSPAN12","tetraspanin 12",417763,"NP_001007850.1"
"11426","TSPAN13","tetraspanin 13",420595,"NP_001186541.1"
"11427","TSPAN14","tetraspanin 14",423624,"NP_001026389.1"
"11428","TSPAN15","tetraspanin 15",423699,"NP_001006499.1"
"11429","TSPAN18","tetraspanin 18",395586,"NP_990132.1"
"11430","TSPAN19","tetraspanin 19",100859115,"XP_015138940.1"
"11431","TSPAN32","tetraspanin 32",395087,"XP_004941497.1"
"11432","TSPAN33","tetraspanin 33",426128,"XP_015152950.1"
"11433","TSPEAR","thrombospondin type laminin G domain and EAR repeats",424836,"XP_004937080.1"
"11434","TSPEAR","thrombospondin type laminin G domain and EAR repeats",424836,"XP_015132562.1"
"11435","TSPO","translocator protein",418226,"NP_001264986.1"
"11436","TSR1","TSR1 ribosome maturation factor",100857289,"XP_015151536.1"
"11437","TSR3","TSR3 ribosome maturation factor",416590,"NP_001264098.1"
"11438","TSSC4","tumor suppressing subtransferable candidate 4",423092,"NP_001006470.1"
"11439","TSSK3","testis specific serine kinase 3",771376,"XP_001233432.1"
"11440","TST","thiosulfate sulfurtransferase",418049,"NP_001161203.1"
"11441","TSTA3","tissue specific transplantation antigen P35B",420292,"NP_001264377.1"
"11442","TSTD2","thiosulfate sulfurtransferase like domain containing 2",427380,"XP_424952.1"
"11443","TTBK1","tau tubulin kinase 1",416713,"NP_001186368.1"
"11444","TTBK2","tau tubulin kinase 2",423241,"XP_004941717.1"
"11445","TTC1","tetratricopeptide repeat domain 1",416152,"XP_004944872.1"
"11446","TTC3","tetratricopeptide repeat domain 3",418518,"XP_015156894.1"
"11447","TTC3","tetratricopeptide repeat domain 3",418518,"XP_015156920.1"
"11448","TTC4","tetratricopeptide repeat domain 4",429109,"XP_426665.3"
"11449","TTC6","tetratricopeptide repeat domain 6",423333,"XP_015143147.1"
"11450","TTC7A","tetratricopeptide repeat domain 7A",421414,"NP_001026226.1"
"11451","TTC7A","tetratricopeptide repeat domain 7A",421414,"XP_015139187.1"
"11452","TTC7B","tetratricopeptide repeat domain 7B",423407,"NP_001006484.2"
"11453","TTC8","tetratricopeptide repeat domain 8",423401,"XP_421311.4"
"11454","TTC9","tetratricopeptide repeat domain 9",768624,"XP_001231669.3"
"11455","TTC12","tetratricopeptide repeat domain 12",770784,"XP_015153782.1"
"11456","TTC13","tetratricopeptide repeat domain 13",421545,"XP_004935553.1"
"11457","TTC14","tetratricopeptide repeat domain 14",424970,"NP_001006552.1"
"11458","TTC17","tetratricopeptide repeat domain 17",423167,"XP_015142685.1"
"11459","TTC19","tetratricopeptide repeat domain 19",417597,"XP_004946710.1"
"11460","TTC21B","tetratricopeptide repeat domain 21B",424176,"XP_422022.3"
"11461","TTC25","tetratricopeptide repeat domain 25",100857899,"XP_003642871.2"
"11462","TTC26","tetratricopeptide repeat domain 26",417969,"XP_004937740.1"
"11463","TTC27","tetratricopeptide repeat domain 27",421462,"NP_001012585.1"
"11464","TTC28","tetratricopeptide repeat domain 28",416914,"XP_015130973.1"
"11465","TTC29","tetratricopeptide repeat domain 29",422468,"XP_004941032.1"
"11466","TTC30A","tetratricopeptide repeat domain 30A",429016,"NP_001269324.1"
"11467","TTC31","tetratricopeptide repeat domain 31",100858003,"XP_015128627.1"
"11468","TTC32","tetratricopeptide repeat domain 32",769943,"XP_004935842.1"
"11469","TTC33","tetratricopeptide repeat domain 33",427184,"XP_001232651.1"
"11470","TTC34","tetratricopeptide repeat domain 34",100857353,"XP_003642569.2"
"11471","TTC37","tetratricopeptide repeat domain 37",427114,"XP_004949443.1"
"11472","TTC39A","tetratricopeptide repeat domain 39A",424632,"XP_004936841.2"
"11473","TTC39B","tetratricopeptide repeat domain 39B",427354,"XP_004949160.1"
"11474","TTC39C","tetratricopeptide repeat domain 39C",421077,"XP_015133470.1"
"11475","TTF1","transcription termination factor 1",417169,"XP_015135241.1"
"11476","TTF2","transcription termination factor 2",418376,"XP_416595.2"
"11477","TTI1","TELO2 interacting protein 1",419296,"XP_001234099.3"
"11478","TTI2","TELO2 interacting protein 2",426923,"XP_004947632.2"
"11479","TTK","TTK protein kinase",421849,"XP_015140212.1"
"11480","TTL","tubulin tyrosine ligase",416711,"NP_001186321.1"
"11481","TTLL1","tubulin tyrosine ligase like 1",418225,"XP_416450.2"
"11482","TTLL2","tubulin tyrosine ligase like 2",107049030,"XP_004935584.1"
"11483","TTLL2","tubulin tyrosine ligase like 2",421566,"XP_004935588.1"
"11484","TTLL3","tubulin tyrosine ligase like 3",416052,"XP_015148821.1"
"11485","TTLL4","tubulin tyrosine ligase like 4",424209,"XP_422058.4"
"11486","TTLL5","tubulin tyrosine ligase like 5",423367,"NP_001026375.2"
"11487","TTLL7","tubulin tyrosine ligase like 7",424543,"XP_004936718.1"
"11488","TTLL10","tubulin tyrosine ligase like 10",419426,"XP_417587.4"
"11489","TTLL11","tubulin tyrosine ligase like 11",417115,"XP_015135318.1"
"11490","TTLL12","tubulin tyrosine ligase like 12",418227,"NP_001012558.1"
"11491","TTPA","alpha tocopherol transfer protein",771074,"XP_001234376.2"
"11492","TTPAL","alpha tocopherol transfer protein like",419197,"XP_015151851.1"
"11493","TTR","transthyretin",396277,"NP_990666.1"
"11494","TTYH2","tweety family member 2",100858879,"XP_015135417.1"
"11495","TTYH3","tweety family member 3",416470,"XP_015149839.1"
"11496","TTYH3","tweety family member 3",416470,"XP_015149840.1"
"11497","TUB","TUB bipartite transcription factor",423061,"XP_015141991.1"
"11498","TUB","TUB bipartite transcription factor",423061,"XP_015141992.1"
"11499","TUBA1C","tubulin alpha 1c",429035,"NP_001292201.1"
"11500","TUBB1","tubulin beta 1 class VI",396427,"XP_015151830.1"
"11501","TUBB2B","tubulin beta 2B class IIb",420883,"NP_001004400.1"
"11502","TUBB4B","tubulin beta 4B class IVb",417255,"NP_001074329.2"
"11503","TUBD1","tubulin delta 1",417636,"XP_015151618.1"
"11504","TUBE1","tubulin epsilon 1",421750,"XP_419781.2"
"11505","TUBG1","tubulin gamma 1",420025,"XP_015155127.1"
"11506","TUBGCP2","tubulin gamma complex associated protein 2",423673,"NP_001006496.1"
"11507","TUBGCP3","tubulin gamma complex associated protein 3",418750,"XP_416949.2"
"11508","TUBGCP4","tubulin gamma complex associated protein 4",415590,"XP_004944058.1"
"11509","TUBGCP5","tubulin gamma complex associated protein 5",100858683,"XP_003640573.1"
"11510","TUBGCP6","tubulin gamma complex associated protein 6",769701,"XP_015130200.1"
"11511","TULP1","TUB like protein 1",395321,"XP_015154169.1"
